Age,Avg Monthly GB Download,Avg Monthly Long Distance Charges,Churn,City,Contract,Country,Dependents,Device Protection Plan,Gender,Internet Service,Internet Type,Latitude,Longitude,Married,Monthly Charge,Multiple Lines,Number of Dependents,Number of Referrals,Offer,Online Backup,Online Security,Paperless Billing,Partner,Payment Method,Phone Service,Population,Premium Tech Support,Quarter,Referred a Friend,Satisfaction Score,Senior Citizen,State,Streaming Movies,Streaming Music,Streaming TV,Tenure in Months,Total Extra Data Charges,Total Long Distance Charges,Total Refunds,Under 30,Unlimited Data,Zip Code
61,18,16.02,0,Orange Cove,One Year,United States,1,0,Male,1,Fiber Optic,36.633498,-119.298895,1,97.95,1,1,7,Offer B,0,0,1,1,Bank Withdrawal,1,8449,1,Q3,1,3,0,California,1,1,1,49,0,784.98,0.0,0,1,93646
19,85,28.05,0,Taylorsville,Month-to-Month,United States,0,1,Female,1,Cable,40.053684,-120.743116,0,78.35,1,0,0,,1,1,1,0,Bank Withdrawal,1,513,1,Q3,0,4,0,California,0,0,1,25,0,701.25,0.0,1,1,95983
50,0,16.36,0,San Francisco,Month-to-Month,United States,0,0,Male,0,,37.74441,-122.486764,0,19.3,0,0,0,Offer E,0,0,0,0,Credit Card,1,42959,0,Q3,0,5,0,California,0,0,0,1,0,16.36,0.0,0,0,94116
65,20,26.87,0,Adelanto,Two Year,United States,0,1,Female,1,Fiber Optic,34.667815,-117.536183,0,108.1,1,0,0,Offer A,1,0,1,0,Bank Withdrawal,1,18980,1,Q3,0,5,1,California,1,1,1,72,0,1934.64,0.0,0,1,92301
68,20,18.91,1,Hickman,Month-to-Month,United States,0,0,Female,1,Fiber Optic,37.605926,-120.69955,1,99.6,1,0,1,,0,1,1,1,Bank Withdrawal,1,1055,0,Q3,1,1,1,California,1,0,1,4,0,75.64,25.79,0,1,95323
42,12,20.01,0,Glendora,Two Year,United States,1,1,Female,1,Fiber Optic,34.119363,-117.855059,1,115.1,1,1,3,Offer B,1,1,0,1,Credit Card,1,25135,1,Q3,1,3,0,California,1,1,1,61,0,1220.61,0.0,0,1,91740
53,0,2.68,0,Bakersfield,Two Year,United States,1,0,Male,0,,35.280113,-118.962329,1,19.6,0,3,9,Offer E,0,0,0,1,Mailed Check,1,59195,0,Q3,1,3,0,California,0,0,0,9,0,24.12,0.0,0,0,93307
58,14,29.43,1,Tollhouse,One Year,United States,0,0,Female,1,Fiber Optic,36.993666,-119.348267,1,108.55,1,0,1,Offer B,1,1,0,1,Bank Withdrawal,1,2633,1,Q3,1,2,0,California,1,1,1,50,0,1471.5,0.0,0,1,93667
75,17,16.87,0,Canby,Two Year,United States,0,1,Male,1,Fiber Optic,41.486953,-120.913975,1,80.8,1,0,4,,0,0,1,1,Bank Withdrawal,1,417,0,Q3,1,5,1,California,0,0,0,6,30,101.22,0.0,0,0,96015
73,28,0.0,0,Los Angeles,Month-to-Month,United States,0,1,Male,1,Cable,34.137411,-118.328915,1,52.3,0,0,10,,1,0,1,1,Bank Withdrawal,0,21728,0,Q3,1,5,1,California,1,1,1,71,40,0.0,0.0,0,0,90068
20,59,0.0,1,Tahoma,Month-to-Month,United States,0,0,Male,1,DSL,39.061227,-120.179546,0,51.0,0,0,0,,1,0,1,0,Mailed Check,0,1291,0,Q3,0,2,0,California,1,1,1,5,0,0.0,0.0,1,1,96142
74,22,45.25,1,Alderpoint,Month-to-Month,United States,0,0,Male,1,Cable,40.166028,-123.584144,1,85.6,1,0,1,,0,0,1,1,Bank Withdrawal,1,261,0,Q3,1,1,1,California,1,0,0,15,0,678.75,0.0,0,1,95511
33,29,15.02,1,Encinitas,Month-to-Month,United States,0,0,Female,1,Fiber Optic,33.054579,-117.25665,1,75.15,1,0,1,,0,0,1,1,Credit Card,1,47126,0,Q3,1,2,0,California,0,0,0,3,0,45.06,0.0,0,1,92024
44,0,33.87,0,San Lucas,Two Year,United States,1,0,Male,0,,36.125529,-120.864443,0,26.4,1,1,0,,0,0,1,0,Credit Card,1,521,0,Q3,0,5,0,California,0,0,0,3,0,101.61,0.0,0,0,93954
44,27,33.38,1,Sunland,Month-to-Month,United States,0,0,Female,1,Fiber Optic,34.282704,-118.312929,0,86.55,1,0,0,,0,0,1,0,Credit Card,1,18752,0,Q3,0,3,0,California,0,0,1,31,0,1034.78,0.0,0,1,91040
65,13,18.37,1,Los Angeles,Month-to-Month,United States,0,0,Female,1,Fiber Optic,34.027337,-118.28515,0,78.45,0,0,0,Offer E,0,0,0,0,Bank Withdrawal,1,45025,0,Q3,0,1,1,California,0,0,1,1,0,18.37,0.0,0,1,90007
26,0,39.84,0,Keyes,Month-to-Month,United States,0,0,Male,0,,37.555631,-120.911653,1,19.45,0,0,1,Offer D,0,0,1,1,Credit Card,1,2130,0,Q3,1,5,0,California,0,0,0,15,0,597.6,0.0,1,0,95328
24,59,31.86,0,Whittier,Month-to-Month,United States,1,0,Female,1,Cable,33.972119,-118.020188,1,56.3,0,1,10,,1,0,0,1,Bank Withdrawal,1,26265,1,Q3,1,5,0,California,0,0,0,8,30,254.88,0.0,1,0,90602
73,13,39.34,0,Tustin,Two Year,United States,0,0,Female,1,Fiber Optic,33.738543,-117.785046,1,104.45,1,0,3,Offer A,1,0,1,1,Bank Withdrawal,1,17494,1,Q3,1,4,1,California,1,0,1,70,0,2753.8,0.0,0,1,92782
48,23,1.67,0,Mariposa,Month-to-Month,United States,0,0,Male,1,Fiber Optic,37.526791,-119.99437,0,74.35,0,0,0,,0,1,0,0,Credit Card,1,10226,0,Q3,0,4,0,California,0,0,0,7,0,11.69,0.0,0,1,95338
36,0,46.18,0,San Jose,One Year,United States,0,0,Female,0,,37.233226,-121.78809,0,24.25,1,0,0,,0,0,1,0,Bank Withdrawal,1,10155,0,Q3,0,3,0,California,0,0,0,38,0,1754.84,35.61,0,0,95119
48,19,0.0,0,Los Angeles,Two Year,United States,1,1,Male,1,DSL,34.028735,-118.317236,1,60.05,0,1,3,,0,1,1,1,Bank Withdrawal,0,47143,1,Q3,1,4,0,California,1,1,1,64,0,0.0,0.0,0,1,90018
53,3,1.15,1,San Diego,Month-to-Month,United States,0,0,Female,1,Fiber Optic,32.787836,-117.232376,0,90.1,1,0,0,,1,0,1,0,Bank Withdrawal,1,46086,0,Q3,0,1,0,California,0,0,1,6,0,6.9,0.0,0,1,92109
68,12,39.78,1,San Diego,Month-to-Month,United States,0,1,Male,1,Cable,32.898613,-117.202937,0,50.15,0,0,0,Offer E,0,0,1,0,Mailed Check,1,4258,0,Q3,0,2,1,California,0,0,0,1,0,39.78,0.0,0,1,92121
43,29,5.47,0,Penryn,Month-to-Month,United States,0,0,Female,1,DSL,38.859093,-121.182872,0,45.85,0,0,0,Offer E,0,0,1,0,Credit Card,1,2048,0,Q3,0,3,0,California,0,0,0,2,0,10.94,0.0,0,1,95663
21,0,8.38,0,Pacific Palisades,Month-to-Month,United States,0,0,Male,0,,34.079449,-118.548306,0,19.0,0,0,0,,0,0,0,0,Credit Card,1,22548,0,Q3,0,5,0,California,0,0,0,4,0,33.52,0.0,1,0,90272
49,14,16.07,1,March Air Reserve Base,Month-to-Month,United States,0,1,Female,1,Fiber Optic,33.888323,-117.277533,0,99.7,1,0,0,Offer D,1,1,1,0,Bank Withdrawal,1,1005,0,Q3,0,1,0,California,1,1,0,12,0,192.84,0.0,0,1,92518
67,0,2.03,0,Sacramento,Two Year,United States,0,0,Female,0,,38.550722,-121.457314,0,19.5,0,0,0,Offer E,0,0,0,0,Bank Withdrawal,1,14966,0,Q3,0,3,1,California,0,0,0,6,0,12.18,0.0,0,0,95817
47,14,1.79,1,Tujunga,Month-to-Month,United States,0,0,Male,1,Fiber Optic,34.296574,-118.244839,0,73.85,0,0,0,Offer D,1,0,1,0,Credit Card,1,26753,0,Q3,0,3,0,California,0,0,0,19,130,34.01,0.0,0,0,91042
79,12,43.71,0,Denair,One Year,United States,0,1,Female,1,Fiber Optic,37.524721,-120.757977,1,115.6,1,0,2,Offer B,1,1,1,1,Bank Withdrawal,1,5513,1,Q3,1,3,1,California,1,0,1,54,0,2360.34,0.0,0,1,95316
53,18,34.02,1,Nubieber,Month-to-Month,United States,0,0,Female,1,Fiber Optic,41.082472,-121.195215,1,77.95,0,0,1,,0,0,1,1,Credit Card,1,240,0,Q3,1,1,0,California,0,0,1,42,0,1428.84,0.0,0,1,96068
25,59,0.0,1,Walnut,Month-to-Month,United States,0,1,Male,1,Cable,34.018354,-117.85492,0,40.0,0,0,0,,0,1,0,0,Credit Card,0,45118,1,Q3,0,1,0,California,0,1,0,5,0,0.0,0.0,1,1,91789
64,0,39.49,0,San Diego,Two Year,United States,0,0,Female,0,,33.000269,-117.072093,0,19.6,0,0,0,Offer D,0,0,0,0,Credit Card,1,42733,0,Q3,0,3,0,California,0,0,0,15,0,592.35,0.0,0,0,92128
33,28,0.0,0,Culver City,Month-to-Month,United States,0,0,Female,1,DSL,33.993991,-118.39704,0,29.15,0,0,0,,1,0,0,0,Bank Withdrawal,0,31963,0,Q3,0,4,0,California,0,0,0,13,0,0.0,0.0,0,1,90230
19,41,45.09,0,Pleasant Hill,One Year,United States,0,1,Female,1,Fiber Optic,37.95338,-122.076886,0,87.15,0,0,0,Offer C,0,1,1,0,Credit Card,1,32685,1,Q3,0,3,0,California,0,0,0,26,20,1172.34,0.0,1,0,94523
54,0,15.33,0,Twentynine Palms,One Year,United States,0,0,Male,0,,34.457829,-116.139589,1,25.7,1,0,10,Offer B,0,0,0,1,Credit Card,1,14104,0,Q3,1,3,0,California,0,0,0,44,0,674.52,0.0,0,0,92278
44,28,14.21,0,Littlerock,One Year,United States,0,1,Female,1,Fiber Optic,34.505273,-117.955054,0,104.05,1,0,0,,1,0,1,0,Credit Card,1,11198,0,Q3,0,4,0,California,1,1,1,32,0,454.72,0.0,0,1,93543
35,18,27.97,1,Angelus Oaks,Month-to-Month,United States,0,0,Male,1,Fiber Optic,34.1678,-116.86433,0,69.75,0,0,0,Offer E,0,0,0,0,Bank Withdrawal,1,301,0,Q3,0,2,0,California,0,0,0,1,0,27.97,0.0,0,1,92305
56,0,43.83,0,Chico,Month-to-Month,United States,0,0,Female,0,,39.745712,-121.84333,0,19.5,0,0,0,,0,0,0,0,Bank Withdrawal,1,35808,0,Q3,0,4,0,California,0,0,0,9,0,394.47,0.0,0,0,95926
46,27,25.54,1,Harbor City,Month-to-Month,United States,0,1,Female,1,Fiber Optic,33.798266,-118.300237,0,96.0,0,0,0,,0,0,1,0,Bank Withdrawal,1,24660,0,Q3,0,1,0,California,1,1,1,12,0,306.48,0.0,0,1,90710
32,16,26.41,1,Fontana,Month-to-Month,United States,0,0,Female,1,Fiber Optic,34.049671,-117.468896,1,85.2,1,0,0,Offer E,0,0,1,1,Credit Card,1,29847,0,Q3,0,1,0,California,1,1,0,8,0,211.28,0.0,0,1,92337
29,48,2.0,0,Ione,Two Year,United States,0,1,Female,1,Fiber Optic,38.33788,-120.954202,1,108.9,1,0,6,,1,0,1,1,Credit Card,1,9752,1,Q3,1,5,0,California,1,1,1,46,0,92.0,0.0,1,1,95640
40,0,46.9,0,Mount Hamilton,Two Year,United States,1,0,Female,0,,37.382909,-121.634151,1,20.0,0,2,7,Offer B,0,0,0,1,Credit Card,1,38,0,Q3,1,5,0,California,0,0,0,63,0,2954.7,0.0,0,0,95140
32,30,20.12,0,Pacoima,Two Year,United States,1,0,Female,1,Cable,34.255442,-118.421314,1,68.25,0,1,10,,1,1,0,1,Bank Withdrawal,1,97318,1,Q3,1,3,0,California,1,1,0,16,0,321.92,0.0,0,1,91331
33,0,6.36,0,Stockton,One Year,United States,0,0,Female,0,,38.029729,-121.387999,0,23.9,1,0,0,Offer E,0,0,0,0,Bank Withdrawal,1,19109,0,Q3,0,4,0,California,0,0,0,4,0,25.44,0.0,0,0,95219
42,57,13.25,0,Roseville,One Year,United States,1,1,Female,1,Fiber Optic,38.736685,-121.251984,1,110.8,1,3,5,Offer B,1,0,1,1,Bank Withdrawal,1,25173,1,Q3,1,4,0,California,1,1,1,62,0,821.5,0.0,0,1,95661
68,29,33.81,1,Loomis,Month-to-Month,United States,0,1,Female,1,Cable,38.809175,-121.171375,1,100.65,1,0,1,,0,0,1,1,Bank Withdrawal,1,11191,0,Q3,1,1,1,California,1,0,1,56,130,1893.36,0.0,0,0,95650
68,24,0.0,1,San Diego,Month-to-Month,United States,0,0,Male,1,DSL,32.808814,-117.134694,0,39.0,0,0,0,,1,0,1,0,Mailed Check,0,25232,0,Q3,0,1,1,California,0,0,1,16,0,0.0,0.0,0,1,92123
29,0,25.1,0,Upper Lake,Month-to-Month,United States,1,0,Female,0,,39.220368,-122.907693,1,19.25,0,5,9,Offer E,0,0,0,1,Bank Withdrawal,1,2344,0,Q3,1,4,0,California,0,0,0,1,0,25.1,0.0,1,0,95485
75,24,44.89,0,San Francisco,Two Year,United States,0,1,Female,1,Fiber Optic,37.797526,-122.464531,1,115.75,1,0,2,Offer A,1,1,1,1,Credit Card,1,2240,1,Q3,1,3,1,California,1,0,1,72,120,3232.08,0.0,0,0,94129
47,11,6.71,0,Desert Center,Month-to-Month,United States,0,1,Male,1,Fiber Optic,33.889605,-115.257009,0,95.1,1,0,0,Offer C,1,0,1,0,Credit Card,1,964,0,Q3,0,3,0,California,1,1,0,38,0,254.98,0.0,0,1,92239
71,18,15.62,0,Sacramento,One Year,United States,0,1,Female,1,DSL,38.512569,-121.495184,0,83.0,1,0,0,Offer B,1,1,0,0,Bank Withdrawal,1,44683,1,Q3,0,3,1,California,0,0,1,63,0,984.06,0.0,0,1,95822
28,30,17.32,0,Sylmar,Two Year,United States,0,1,Female,1,Fiber Optic,34.321621,-118.399841,0,113.65,1,0,0,Offer A,1,1,1,0,Bank Withdrawal,1,81986,1,Q3,0,4,0,California,1,1,1,70,0,1212.4,0.0,1,1,91342
58,52,46.54,0,San Francisco,Month-to-Month,United States,1,0,Male,1,DSL,37.7795,-122.419233,1,54.9,0,3,4,,1,0,1,1,Bank Withdrawal,1,28998,1,Q3,1,4,0,California,0,0,0,44,130,2047.76,0.0,0,0,94102
46,0,33.86,0,San Geronimo,Month-to-Month,United States,0,0,Female,0,,38.00474,-122.663717,0,18.9,0,0,0,Offer D,0,0,1,0,Credit Card,1,548,0,Q3,0,5,0,California,0,0,0,20,0,677.2,0.0,0,0,94963
44,0,6.81,0,San Ramon,Two Year,United States,0,0,Female,0,,37.766556,-121.976784,1,25.0,1,0,5,Offer B,0,0,0,1,Credit Card,1,44078,0,Q3,1,5,0,California,0,0,0,64,0,435.84,0.0,0,0,94583
37,0,5.95,0,Fresno,Month-to-Month,United States,0,0,Female,0,,36.78724,-119.827813,1,20.35,0,0,0,Offer B,0,0,0,1,Credit Card,1,35451,0,Q3,0,3,0,California,0,0,0,42,0,249.9,0.0,0,0,93705
26,0,22.16,0,Weaverville,Month-to-Month,United States,0,0,Male,0,,40.759401,-122.939337,0,20.05,0,0,0,,0,0,0,0,Credit Card,1,3749,0,Q3,0,4,0,California,0,0,0,5,0,110.8,0.0,1,0,96093
32,19,19.73,0,Randsburg,Month-to-Month,United States,1,0,Female,1,DSL,35.405722,-117.773354,1,51.05,0,2,3,,0,1,0,1,Credit Card,1,117,0,Q3,1,3,0,California,0,0,0,36,0,710.28,0.0,0,1,93554
76,3,27.74,0,Tahoma,Two Year,United States,0,1,Male,1,Fiber Optic,39.061227,-120.179546,1,109.7,1,0,5,,1,0,0,1,Credit Card,1,1291,1,Q3,1,4,1,California,1,1,1,72,0,1997.28,0.0,0,1,96142
70,18,27.74,0,Kettleman City,One Year,United States,0,1,Female,1,Fiber Optic,35.996923,-120.000951,1,106.5,1,0,9,,1,0,1,1,Bank Withdrawal,1,1809,0,Q3,1,5,1,California,1,0,1,52,90,1442.48,0.0,0,0,93239
22,52,41.18,0,Aliso Viejo,One Year,United States,1,1,Male,1,Fiber Optic,33.571259,-117.731917,1,104.9,1,2,9,,1,1,1,1,Credit Card,1,41237,1,Q3,1,3,0,California,1,1,0,72,0,2964.96,0.0,1,1,92656
64,7,29.53,0,Foresthill,Two Year,United States,0,1,Female,1,Cable,39.031876,-120.811141,0,89.75,1,0,0,,1,1,0,0,Credit Card,1,5714,1,Q3,0,4,0,California,1,1,1,70,110,2067.1,0.0,0,0,95631
58,28,14.14,1,Escondido,Month-to-Month,United States,0,1,Male,1,Fiber Optic,33.141265,-116.967221,0,85.85,0,0,0,Offer E,0,0,1,0,Bank Withdrawal,1,48690,0,Q3,0,1,0,California,1,1,0,2,0,28.28,0.0,0,1,92027
29,30,40.18,0,San Diego,Two Year,United States,0,0,Male,1,Fiber Optic,32.741852,-117.243453,1,105.25,1,0,5,,1,0,1,1,Bank Withdrawal,1,27959,1,Q3,1,4,0,California,1,1,1,64,0,2571.52,23.67,1,1,92107
20,71,25.64,0,La Mirada,Month-to-Month,United States,1,0,Female,1,DSL,33.902045,-118.008961,1,50.7,0,2,1,,0,1,0,1,Credit Card,1,47568,0,Q3,1,3,0,California,0,0,0,7,0,179.48,0.0,1,1,90638
60,7,0.0,0,Vallejo,Month-to-Month,United States,0,1,Female,1,DSL,38.093701,-122.276589,0,35.9,0,0,0,Offer E,0,0,0,0,Credit Card,0,159,1,Q3,0,5,0,California,0,0,0,1,0,0.0,0.0,0,1,94592
65,10,12.68,1,Pleasant Grove,Month-to-Month,United States,0,1,Female,1,Fiber Optic,38.833554,-121.498102,0,99.8,0,0,0,,1,0,1,0,Credit Card,1,901,0,Q3,0,1,1,California,1,1,1,4,0,50.72,0.0,0,1,95668
57,18,20.67,0,Upland,Month-to-Month,United States,0,0,Male,1,Fiber Optic,34.141146,-117.655583,1,75.0,0,0,8,Offer E,0,1,1,1,Credit Card,1,23331,0,Q3,1,3,0,California,0,0,0,8,0,165.36,0.0,0,1,91784
59,6,4.04,1,Guinda,Month-to-Month,United States,0,0,Male,1,Fiber Optic,38.830739,-122.196202,0,79.55,0,0,0,,0,0,1,0,Bank Withdrawal,1,228,0,Q3,0,2,0,California,0,0,1,1,0,4.04,0.0,0,1,95637
46,14,9.36,0,Lakeport,Month-to-Month,United States,0,0,Male,1,Fiber Optic,39.080469,-122.955176,0,69.9,0,0,0,,0,0,1,0,Bank Withdrawal,1,11180,0,Q3,0,4,0,California,0,0,0,1,10,9.36,0.0,0,0,95453
47,17,16.48,0,Torrance,Month-to-Month,United States,1,0,Female,1,DSL,33.807882,-118.347957,1,66.3,0,2,1,Offer C,0,1,0,1,Bank Withdrawal,1,34873,1,Q3,1,3,0,California,1,1,0,30,0,494.4,0.0,0,1,90505
62,18,38.78,0,Gardena,Month-to-Month,United States,1,0,Female,1,DSL,33.90139,-118.315697,1,54.65,0,1,1,Offer E,1,1,0,1,Credit Card,1,26442,0,Q3,1,3,0,California,0,0,0,8,0,310.24,0.0,0,1,90249
66,2,3.3,1,Vallejo,Month-to-Month,United States,0,0,Female,1,Fiber Optic,38.104705,-122.247387,0,96.55,1,0,0,,0,0,1,0,Bank Withdrawal,1,37218,0,Q3,0,2,1,California,1,0,1,37,0,122.1,0.0,0,1,94590
50,10,22.95,0,Coalinga,Two Year,United States,0,1,Male,1,Cable,36.186867,-120.387793,0,80.25,0,0,0,Offer E,0,1,1,0,Credit Card,1,18036,1,Q3,0,5,0,California,1,1,1,6,0,137.7,0.0,0,1,93210
28,42,21.8,1,Carmel Valley,Month-to-Month,United States,0,0,Male,1,Fiber Optic,36.414611,-121.6386,0,74.25,1,0,0,,0,0,1,0,Mailed Check,1,6691,0,Q3,0,1,0,California,0,0,0,1,0,21.8,0.0,1,1,93924
27,0,42.15,0,Upland,Month-to-Month,United States,0,0,Male,0,,34.141146,-117.655583,0,20.2,0,0,0,,0,0,0,0,Mailed Check,1,23331,0,Q3,0,3,0,California,0,0,0,1,0,42.15,0.0,1,0,91784
54,14,32.67,0,Escondido,One Year,United States,0,0,Male,1,Fiber Optic,33.081478,-117.033814,0,99.15,0,0,0,Offer B,1,1,0,0,Bank Withdrawal,1,49281,0,Q3,0,3,0,California,1,1,1,58,0,1894.86,0.0,0,1,92025
27,27,1.29,0,Garden Grove,Two Year,United States,0,1,Female,1,Fiber Optic,33.787165,-117.931889,1,118.6,1,0,1,Offer A,1,1,0,1,Credit Card,1,50641,1,Q3,1,4,0,California,1,1,1,68,0,87.72,38.57,1,1,92840
27,42,38.79,0,Whittier,Two Year,United States,0,1,Female,1,Fiber Optic,33.976678,-118.065875,1,97.0,1,0,1,Offer A,1,1,1,1,Bank Withdrawal,1,32148,1,Q3,1,4,0,California,0,0,0,72,0,2792.88,0.0,1,1,90606
48,0,39.59,0,Happy Camp,Two Year,United States,1,0,Female,0,,41.831901,-123.487478,1,20.4,0,1,1,Offer D,0,0,0,1,Bank Withdrawal,1,1294,0,Q3,1,4,0,California,0,0,0,23,0,910.57,0.0,0,0,96039
60,30,29.23,0,Mira Loma,Month-to-Month,United States,0,1,Female,1,Fiber Optic,33.999992,-117.535395,1,94.6,1,0,0,Offer B,1,0,0,1,Bank Withdrawal,1,18980,0,Q3,0,3,0,California,0,0,1,52,0,1519.96,0.0,0,1,91752
51,4,43.49,1,Jackson,Month-to-Month,United States,0,0,Female,1,Cable,38.336216,-120.76901,0,49.95,1,0,0,,0,0,1,0,Bank Withdrawal,1,6202,0,Q3,0,2,0,California,0,0,0,1,0,43.49,0.0,0,1,95642
53,11,3.03,0,Modesto,Month-to-Month,United States,0,0,Male,1,DSL,37.639029,-120.964772,0,63.75,0,0,0,,1,0,1,0,Bank Withdrawal,1,27135,1,Q3,0,5,0,California,0,0,1,4,0,12.12,0.0,0,1,95354
22,76,35.04,1,Bieber,One Year,United States,0,0,Female,1,DSL,41.083464,-121.107929,1,69.5,0,0,1,,1,0,1,1,Bank Withdrawal,1,595,0,Q3,1,2,0,California,1,1,1,22,0,770.88,49.57,1,1,96009
43,20,11.72,0,Maywood,One Year,United States,0,1,Female,1,Fiber Optic,33.988572,-118.186565,1,90.55,1,0,6,Offer A,1,0,1,1,Bank Withdrawal,1,28094,1,Q3,1,5,0,California,0,0,0,66,0,773.52,0.0,0,1,90270
19,30,31.89,0,Mount Hamilton,One Year,United States,1,0,Male,1,Fiber Optic,37.382909,-121.634151,0,85.45,1,1,0,,1,1,1,0,Credit Card,1,38,0,Q3,0,4,0,California,0,0,0,71,0,2264.19,0.0,1,1,95140
53,0,29.09,0,Mad River,Two Year,United States,1,0,Male,0,,40.390301,-123.412327,1,19.55,0,3,0,Offer E,0,0,0,1,Credit Card,1,265,0,Q3,0,4,0,California,0,0,0,4,0,116.36,0.0,0,0,95552
74,25,31.17,1,Cobb,Month-to-Month,United States,0,0,Female,1,Fiber Optic,38.838088,-122.73203,0,85.25,1,0,0,,0,0,1,0,Bank Withdrawal,1,1591,0,Q3,0,1,1,California,1,1,0,27,0,841.59,0.0,0,1,95426
45,10,3.59,0,Colton,Two Year,United States,0,1,Male,1,DSL,34.030915,-117.273201,0,78.9,0,0,0,,1,0,0,0,Credit Card,1,52202,1,Q3,0,4,0,California,1,1,1,48,0,172.32,0.0,0,1,92324
35,15,1.54,0,Springville,Month-to-Month,United States,1,0,Female,1,DSL,36.245926,-118.693138,1,65.2,1,1,3,,1,1,0,1,Bank Withdrawal,1,3546,1,Q3,1,3,0,California,0,0,0,57,0,87.78,0.0,0,1,93265
58,3,0.0,0,Berry Creek,One Year,United States,0,1,Female,1,Cable,39.657228,-121.37778,0,49.05,0,0,0,,0,0,1,0,Bank Withdrawal,0,1279,0,Q3,0,5,0,California,1,1,1,44,0,0.0,0.0,0,1,95916
25,76,28.4,0,Sacramento,Two Year,United States,0,1,Female,1,Fiber Optic,38.490508,-121.284171,0,113.15,1,0,0,Offer A,1,1,1,0,Credit Card,1,592,1,Q3,0,3,0,California,1,1,1,71,0,2016.4,0.0,1,1,95830
46,0,31.78,0,San Ardo,Month-to-Month,United States,0,0,Male,0,,35.996008,-120.85305,0,20.35,0,0,0,,0,0,0,0,Credit Card,1,670,0,Q3,0,4,0,California,0,0,0,5,0,158.9,0.0,0,0,93450
67,22,3.62,1,Riverbank,Month-to-Month,United States,0,0,Female,1,Fiber Optic,37.734971,-120.954271,0,95.15,1,0,0,,0,0,1,0,Bank Withdrawal,1,16525,0,Q3,0,2,1,California,1,1,1,11,0,39.82,0.0,0,1,95367
20,59,10.74,0,Loma Linda,Two Year,United States,1,0,Male,1,DSL,34.049315,-117.255974,1,61.4,0,1,3,,1,1,1,1,Bank Withdrawal,1,18068,0,Q3,1,4,0,California,1,1,0,14,20,150.36,0.0,1,0,92354
30,48,22.88,0,Vernalis,Month-to-Month,United States,0,1,Female,1,Fiber Optic,37.609095,-121.263381,0,104.95,0,0,0,,0,1,1,0,Bank Withdrawal,1,274,1,Q3,0,4,0,California,1,1,1,60,0,1372.8,0.0,0,1,95385
25,0,5.98,0,Modesto,One Year,United States,0,0,Female,0,,37.670526,-120.877572,0,20.45,0,0,0,,0,0,0,0,Credit Card,1,13343,0,Q3,0,4,0,California,0,0,0,24,0,143.52,0.0,1,0,95357
79,9,36.66,0,La Verne,One Year,United States,0,0,Male,1,Fiber Optic,34.144703,-117.770299,1,89.85,1,0,1,,1,0,1,1,Bank Withdrawal,1,35530,0,Q3,1,5,1,California,1,0,0,57,0,2089.62,0.0,0,1,91750
22,59,8.38,1,Fresno,One Year,United States,0,0,Female,1,Fiber Optic,36.739385,-119.753649,0,99.9,1,0,0,Offer B,1,0,0,0,Bank Withdrawal,1,47999,0,Q3,0,3,0,California,1,1,1,63,0,527.94,0.0,1,1,93702
59,7,28.37,1,Flournoy,Month-to-Month,United States,0,0,Male,1,DSL,39.84784,-122.544556,0,45.3,0,0,0,,0,0,0,0,Bank Withdrawal,1,84,0,Q3,0,2,0,California,0,0,0,1,30,28.37,0.0,0,0,96029
34,8,0.0,1,Torrance,Month-to-Month,United States,0,1,Male,1,DSL,33.833181,-118.292062,0,40.4,0,0,0,Offer E,1,0,1,0,Credit Card,0,17058,1,Q3,0,3,0,California,0,0,0,2,0,0.0,0.0,0,1,90502
20,0,27.64,0,Pasadena,One Year,United States,0,0,Male,0,,34.139402,-118.128658,0,25.05,1,0,0,,0,0,0,0,Bank Withdrawal,1,23742,0,Q3,0,5,0,California,0,0,0,42,0,1160.88,0.0,1,0,91106
59,0,36.63,1,San Diego,Month-to-Month,United States,0,0,Female,0,,32.85723,-117.209774,0,19.9,0,0,0,Offer E,0,0,1,0,Credit Card,1,34902,0,Q3,0,3,0,California,0,0,0,1,0,36.63,0.0,0,0,92122
37,27,41.57,1,Randsburg,Month-to-Month,United States,0,1,Female,1,Cable,35.405722,-117.773354,1,88.9,0,0,1,,0,1,1,1,Mailed Check,1,117,0,Q3,1,1,0,California,1,1,0,5,0,207.85,0.0,0,1,93554
55,0,37.98,0,Arcata,Two Year,United States,0,0,Female,0,,40.839958,-124.003757,1,24.15,1,0,7,,0,0,1,1,Credit Card,1,19596,0,Q3,1,5,0,California,0,0,0,72,0,2734.56,0.0,0,0,95521
44,0,17.09,0,Cutler,Two Year,United States,0,0,Female,0,,36.497895,-119.285484,1,19.85,0,0,8,Offer E,0,0,1,1,Credit Card,1,5519,0,Q3,1,5,0,California,0,0,0,8,0,136.72,0.0,0,0,93615
40,2,0.0,0,Woodland,Two Year,United States,0,1,Male,1,DSL,38.71967,-121.862416,0,38.25,0,0,0,Offer B,0,1,0,0,Credit Card,0,38547,1,Q3,0,3,0,California,0,0,0,46,0,0.0,0.0,0,1,95695
33,0,22.3,0,Glendale,Two Year,United States,1,0,Male,0,,34.13658,-118.245839,1,24.95,1,1,3,,0,0,0,1,Credit Card,1,41390,0,Q3,1,5,0,California,0,0,0,50,0,1115.0,0.0,0,0,91205
